id,type,closeMatch,exactMatch,mappingRelation,semanticRelation,inScheme,member,prefLabel,casNumber,formula,inchi,iupacName,pubchem,smiles,inchikey,seeAlso,altLabel,notation,comment,definition,note,belongsTo
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_101-21-3,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_101-21-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CWJSHJJYOPWUGX-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_101-21-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CWJSHJJYOPWUGX-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_101-21-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CWJSHJJYOPWUGX-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_101-21-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/CWJSHJJYOPWUGX-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1014-69-3,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1014-69-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCRWJJJUKUVORR-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1014-69-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCRWJJJUKUVORR-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1014-69-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCRWJJJUKUVORR-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1014-69-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/HCRWJJJUKUVORR-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1024-57-3,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1024-57-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZXFXBSWRVIQKOD-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1024-57-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZXFXBSWRVIQKOD-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1024-57-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZXFXBSWRVIQKOD-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1024-57-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ZXFXBSWRVIQKOD-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_10265-92-6,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_10265-92-6|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NNKVPIKMPCQWCG-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_10265-92-6|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NNKVPIKMPCQWCG-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_10265-92-6|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NNKVPIKMPCQWCG-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_10265-92-6|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NNKVPIKMPCQWCG-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_103-65-1,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_103-65-1|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ODLMAHJVESYWTB-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_103-65-1|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ODLMAHJVESYWTB-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_103-65-1|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ODLMAHJVESYWTB-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_103-65-1|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/ODLMAHJVESYWTB-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1031-07-8,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1031-07-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AAPVQEMYVNZIOO-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1031-07-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AAPVQEMYVNZIOO-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1031-07-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AAPVQEMYVNZIOO-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_1031-07-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/AAPVQEMYVNZIOO-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-40-5,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-40-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IGFHQQFPSIBGKE-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-40-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IGFHQQFPSIBGKE-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-40-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IGFHQQFPSIBGKE-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-40-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IGFHQQFPSIBGKE-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-51-8,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-51-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCKPCBLVNKHBMX-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-51-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCKPCBLVNKHBMX-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-51-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCKPCBLVNKHBMX-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_104-51-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCKPCBLVNKHBMX-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_105-67-9,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_105-67-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KUFFULVDNCHOFZ-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_105-67-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KUFFULVDNCHOFZ-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_105-67-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KUFFULVDNCHOFZ-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_105-67-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/KUFFULVDNCHOFZ-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-42-3,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-42-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/URLKBWYHVLBVBO-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-42-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/URLKBWYHVLBVBO-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-42-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/URLKBWYHVLBVBO-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-42-3|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/URLKBWYHVLBVBO-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-43-4,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-43-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NPDACUSDTOMAMK-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-43-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NPDACUSDTOMAMK-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-43-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NPDACUSDTOMAMK-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-43-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/NPDACUSDTOMAMK-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-44-5,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-44-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IWDCLRJOBJJRNH-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-44-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IWDCLRJOBJJRNH-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-44-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IWDCLRJOBJJRNH-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-44-5|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/IWDCLRJOBJJRNH-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-46-7,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-46-7|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCJBOOLMMGQPQU-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-46-7|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCJBOOLMMGQPQU-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-46-7|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCJBOOLMMGQPQU-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-46-7|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/OCJBOOLMMGQPQU-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-47-8,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-47-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSNSCYSYFYORTR-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-47-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSNSCYSYFYORTR-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-47-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSNSCYSYFYORTR-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-47-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/QSNSCYSYFYORTR-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-48-9,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-48-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WXNZTHHGJRFXKQ-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-48-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WXNZTHHGJRFXKQ-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-48-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WXNZTHHGJRFXKQ-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-48-9|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/WXNZTHHGJRFXKQ-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-89-8,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-89-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BRLQWZUYTZBJKN-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-89-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BRLQWZUYTZBJKN-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-89-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BRLQWZUYTZBJKN-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-89-8|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/BRLQWZUYTZBJKN-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-93-4,http://www.w3.org/2004/02/skos/core#Concept,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-93-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PAAZPARNPHGIKF-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-93-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PAAZPARNPHGIKF-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-93-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PAAZPARNPHGIKF-UHFFFAOYSA-N,http://dd.eionet.europa.eu/vocabulary/wise/ObservedProperty/CAS_106-93-4|https://data.omgeving.vlaanderen.be/id/concept/chemische_stof/PAAZPARNPHGIKF-UHFFFAOYSA-N,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
